[ 8.21033859e-06 -1.01083741e+00],[0.53754421 0.08260035 0.74500705],PRISM_VERTICAL[ 3.79367328e-06 -1.01075624e+00],[0.61110886 0.06031041 0.74500896],CUBIC[ 0.49996329 -1.01078061],[0.47459194 0.08785565 0.74501022],PRISM_VERTICAL[-3.99524664e-05 -1.01075788e+00],[0.6909691  0.05933041 0.74500055],PRISM_VERTICAL[-3.16035692e-05 -1.01076517e+00],[0.51696156 0.07102191 0.74500522],PRISM_VERTICAL[-0.5000833  -1.01080358],[0.62018979 0.13415437 0.74500625],CUBIC[ 1.16689215e-05 -1.01084343e+00],[0.72459006 0.27855016 0.74500636],CUBIC[-3.10207099e-05 -1.01076639e+00],[0.73443787 0.01039043 0.74501164],CUBIC
[ 8.66037773e-05 -1.01078703e+00],[0.70299221 0.04345887 0.74501896],PRISM_VERTICAL
[ 7.12463835e-05 -1.01081188e+00],[0.56730185 0.06525951 0.7450014 ],PRISM_VERTICAL
[ 6.37438347e-06 -1.01078402e+00],[0.60039529 0.0822997  0.74500615],PRISM_VERTICAL
[ 4.84975171e-05 -1.01081997e+00],[0.64948945 0.17206978 0.74500196],PRISM_VERTICAL
[ 0.4999562  -1.01078061],[0.62692104 0.11286699 0.74500799],CUBIC
[ 6.17716848e-05 -1.01077678e+00],[0.79932699 0.12957986 0.74501003],PRISM_VERTICAL
