[-3.06287567e-05 -1.01076612e+00],[0.8247998  0.95620325 0.06584158],PRISM_VERTICAL[ 0.49996893 -1.01076804],[0.45287064 0.23577087 0.79323435],CUBIC
[-4.31799668e-05 -1.01078233e+00],[0.39220021 0.29462516 0.7450081 ],CUBIC
