0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-2.293465984985232440e-03,8.562272787094116211e-02
-9.044481720775366523e-03,2.517462253570556530e-01
-9.044481720775366523e-03,2.987511396408081277e-01
-9.044481720775366523e-03,3.112926483154296875e-01
-9.044481720775366523e-03,4.272501468658447266e-01
-9.044481720775366523e-03,4.366562843322754350e-01
-9.044481720775366523e-03,4.491977691650390625e-01
-9.044481720775366523e-03,4.899319648742676003e-01
-9.044481720775366523e-03,5.118795871734619363e-01
-1.580995246767997672e-02,5.244210720062255637e-01
-1.580995246767997672e-02,5.338272094726562722e-01
-3.270917683839798251e-02,5.338272094726562722e-01
-2.256096862256527086e-02,5.338272094726562722e-01
-2.932644188404083183e-02,5.338272094726562722e-01
-3.440054431557655612e-02,5.338272094726562722e-01
-1.411858499050140485e-02,7.406591892242432307e-01
-2.763507273048162668e-02,7.406591892242432307e-01
-5.806523859500885287e-02,7.500652790069580744e-01
-5.129976868629455844e-02,7.500652790069580744e-01
-5.806523859500885287e-02,7.500652790069580744e-01
-3.101780936121940543e-02,7.124664783477783203e-01
-4.960839785635471483e-02,6.873835086822510654e-01
-1.242721751332283124e-02,6.873835086822510654e-01
-3.101780936121940543e-02,6.873835086822510654e-01
-1.750132162123918533e-02,6.873835086822510654e-01
-2.425233609974384447e-02,6.967895984649659091e-01
9.145674761384725571e-03,6.842481136322021706e-01
-6.020980887115001895e-04,6.027797698974609597e-01
-5.661745509132743055e-03,1.608460426330566573e-01
-7.353113405406475414e-03,2.924803972244262584e-01
-2.088405657559633255e-02,3.645683288574219083e-01
-1.411858499050140485e-02,3.865159511566162442e-01
-2.293465984985232440e-03,4.429270267486572488e-01
-5.661745509132743055e-03,4.899319648742676003e-01
-1.242721751332283124e-02,4.899319648742676003e-01
-1.411858499050140485e-02,4.899319648742676003e-01
-1.411858499050140485e-02,4.899319648742676003e-01
-1.411858499050140485e-02,4.899319648742676003e-01
-1.411858499050140485e-02,4.899319648742676003e-01
-9.044481720775366523e-03,4.899319648742676003e-01
-9.044481720775366523e-03,4.899319648742676003e-01
-9.044481720775366523e-03,4.899319648742676003e-01
-9.044481720775366523e-03,4.899319648742676003e-01
5.140096172690391402e-02,6.683617830276489258e-02
7.168292105197907049e-02,6.683617830276489258e-02
7.168292105197907049e-02,8.875810503959656594e-02
6.491744443774223605e-02,1.012996077537536704e-01
6.491744443774223605e-02,1.012996077537536704e-01
6.491744443774223605e-02,1.012996077537536704e-01
6.491744443774223605e-02,1.012996077537536704e-01
6.491744443774223605e-02,1.545752882957458496e-01
5.816643163561820845e-02,1.639814138412475641e-01
1.929388213902711799e-02,2.548815965652466153e-01
1.252841055393219029e-02,3.018865346908569669e-01
1.252841055393219029e-02,4.272501468658447266e-01
1.252841055393219029e-02,4.366562843322754350e-01
1.252841055393219029e-02,4.366562843322754350e-01
1.252841055393219029e-02,4.366562843322754350e-01
1.760251466184854438e-02,4.366562843322754350e-01
4.801822341978550374e-02,3.739744663238525613e-01
7.506565600633621771e-02,2.517462253570556530e-01
8.013975843787193853e-02,2.266632080078125056e-01
8.519940376281738559e-02,2.016059160232543945e-01
8.519940376281738559e-02,2.016059160232543945e-01
1.071727305650711087e-01,2.016059160232543945e-01
1.122468397021293696e-01,2.016059160232543945e-01
1.342201665043830927e-01,2.016059160232543945e-01
1.578848540782928633e-01,2.235278367996215987e-01
1.578848540782928633e-01,2.235278367996215987e-01
1.629445061087608504e-01,2.235278367996215987e-01
1.629445061087608504e-01,2.235278367996215987e-01
1.781668201088905390e-01,2.235278367996215987e-01
1.832264587283134460e-01,1.859290361404419001e-01
1.832264587283134460e-01,7.935197949409485141e-02
1.815350979566574263e-01,-0.000000000000000000e+00
1.274546965956687983e-01,-3.663891553878784180e-02
1.207036703824996976e-01,-7.426341772079468606e-02
1.274546965956687983e-01,-9.932072162628174938e-02
1.004217177629470881e-01,-1.244037270545959584e-01
9.365624785423279364e-02,-1.244037270545959584e-01
9.365624785423279364e-02,-1.244037270545959584e-01
1.240719616413116511e-01,-1.118622183799743708e-01
1.240719616413116511e-01,-9.307566881179810125e-02
1.308374315500259455e-01,-8.366954326629638672e-02
1.359115272760391402e-01,-8.366954326629638672e-02
1.426625534892082270e-01,-8.366954326629638672e-02
1.629445061087608504e-01,-8.366954326629638672e-02
1.798437237739562988e-01,-8.366954326629638672e-02
1.933746770024299677e-01,-8.366954326629638672e-02
2.035084247589111495e-01,-8.366954326629638672e-02
1.967574119567871149e-01,-8.366954326629638672e-02
1.967574119567871149e-01,-8.366954326629638672e-02
2.035084247589111495e-01,-8.366954326629638672e-02
2.035084247589111495e-01,-8.366954326629638672e-02
2.035084247589111495e-01,-8.366954326629638672e-02
2.035084247589111495e-01,-8.366954326629638672e-02
1.967574119567871149e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.018170505762100220e-01,-8.366954326629638672e-02
2.153480038046836909e-01,-8.366954326629638672e-02
2.085825338959693964e-01,-7.426341772079468606e-02
2.220990166068077254e-01,-6.172192096710205078e-02
2.204076424241065979e-01,-5.231579542160034318e-02
2.204076424241065979e-01,-5.231579542160034318e-02
2.254817515611648726e-01,-5.231579542160034318e-02
2.254817515611648726e-01,-5.231579542160034318e-02
2.254817515611648726e-01,-5.231579542160034318e-02
2.170393645763397383e-01,-5.231579542160034318e-02
2.220990166068077254e-01,-5.231579542160034318e-02
2.220990166068077254e-01,-5.231579542160034318e-02
2.288644999265670721e-01,-4.290966689586639404e-02
2.474550783634185958e-01,-2.098774015903473109e-02
2.525291740894317627e-01,-2.098774015903473109e-02
2.575888395309448575e-01,-2.098774015903473109e-02
2.356299698352813665e-01,-2.098774015903473109e-02
2.491464525461196955e-01,-2.098774015903473109e-02
2.643543094396591520e-01,-2.098774015903473109e-02
2.575888395309448575e-01,-2.098774015903473109e-02
2.643543094396591520e-01,-2.098774015903473109e-02
2.643543094396591520e-01,-1.158161386847496137e-02
2.728111535310745461e-01,-1.158161386847496137e-02
2.660456568002700917e-01,-1.158161386847496137e-02
2.575888395309448575e-01,-1.158161386847496137e-02
2.457637041807174683e-01,-1.158161386847496137e-02
2.542205482721328624e-01,-1.158161386847496137e-02
2.694284051656722911e-01,-1.158161386847496137e-02
2.694284051656722911e-01,-1.158161386847496137e-02
2.491464525461196955e-01,-1.158161386847496137e-02
2.575888395309448575e-01,-1.158161386847496137e-02
